Id,Idade,Faixa idade,Gênero,Cor/raca/etnia,PCD,Vive no Brasil,Estado onde mora,UF onde mora,Região onde Mora,Nível de Ensino,Área de Formação,Qual sua situação atual de trabalho?,Setor,Numero de Funcionários,Cargo Atual,Nível,Faixa salarial,Quanto tempo de experiência na área de dados você tem?,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?,Existe faculdade no Estado
001b2d1qtli8t9z7oqgdhj001b2d4i0g,31,3,0,1,0,1,Minas Gerais (MG),9,Sudeste,4,2,Empregado (CLT),4,Acima de 3.000,3,2,4,4,2,0,1
0026aa3fwd78u0026asg7456tfkjg2cs,30,3,0,1,0,1,Espírito Santo (ES),6,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),4,de 101 a 500,0,1,12,4,4,0,0
00r21rb9pusd1b0v7ew00r21rw3dy69w,37,4,1,0,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,Acima de 3.000,1,0,12,3,1,0,1
00v0az4g792svil00vn6y1kfm9hq8vy9,34,3,0,1,0,1,Minas Gerais (MG),9,Sudeste,4,3,Empreendedor ou Empregado (CNPJ),8,de 101 a 500,1,0,11,1,1,0,1
015qqbrh4rr015qje9gvkbsb7ti1n5df,30,3,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,0,2,Empreendedor ou Empregado (CNPJ),16,de 51 a 100,6,1,13,3,2,0,0
01zusm1faol2k2601zlthh05cj7iqyit,25,2,0,6,1,1,Sergipe (SE),22,Nordeste,0,2,Empregado (CLT),14,de 101 a 500,0,0,2,3,5,0,0
04b8mbh28y4r0z04b8f42bs4j4ma44pl,29,2,1,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,4,Servidor Público,14,Acima de 3.000,1,1,11,6,2,0,0
04qj1aoh18cgbwi04qj1aohkr325qe6z,35,4,0,4,0,1,Paraíba (PB),13,Nordeste,3,2,Empregado (CLT),6,de 1.001 a 3.000,6,2,4,6,4,0,1
04qmbrvl35x33l4prch04qmbr7a5ee5j,35,4,0,1,0,1,São Paulo (SP),23,Sudeste,1,3,Empregado (CLT),6,Acima de 3.000,6,2,4,7,2,0,1
04zjy2mj5qhb4d4uv04zjw3u7cxv87x7,29,2,0,1,0,1,Paraná (PR),16,Sul,1,7,Empreendedor ou Empregado (CNPJ),19,Acima de 3.000,3,2,0,6,1,0,0
05edmndszxd75nu8o05edmnbiuloulj9,25,2,1,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),10,Acima de 3.000,6,0,12,3,1,0,1
08f7gp5stfs0txz08fn357e56e1co6sj,23,1,0,0,0,1,São Paulo (SP),23,Sudeste,0,7,Empregado (CLT),7,Acima de 3.000,3,1,9,4,1,0,1
091jp2ibksf49d1cgtz0091jp2bpsxzx,31,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),19,Acima de 3.000,6,2,13,4,6,0,1
0aadbbqu8p2hf3a0aadbshkx5p9ty80m,36,4,0,1,0,1,Santa Catarina (SC),21,Sul,3,7,Empregado (CLT),18,Acima de 3.000,1,1,13,4,2,0,0
0an4fvp64oeblyt70k00an4fvtn9vcle,29,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),10,Acima de 3.000,3,2,5,7,1,0,1
0autzixgz8xh4s7nwdw70autzmjayn79,38,4,0,1,0,1,Paraná (PR),16,Sul,1,3,Empregado (CLT),5,Acima de 3.000,1,1,11,0,2,0,0
0ayla3c460hpsv520ayla3i1xyyhg350,23,1,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,2,Empreendedor ou Empregado (CNPJ),2,de 101 a 500,1,1,12,3,1,0,0
0azf0jf1ydfqkp0azfxtfwkz1ph9k98y,27,2,0,1,0,1,Pará (PA),12,Norte,3,8,Empregado (CLT),20,de 501 a 1.000,1,1,12,3,2,0,0
0b3av6hp5sh4tl79rh0b3avpntmyuqiu,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,3,4,Empregado (CLT),4,Acima de 3.000,3,2,7,5,2,0,1
0b8rbnxgqxk8fio2z4k0b8syvfnu6uyz,30,3,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,2,7,Empregado (CLT),16,de 1.001 a 3.000,6,1,13,5,1,0,0
0b9sb2w74o4h0f42j0b9sbk83r3d01j0,26,2,1,1,0,1,Paraná (PR),16,Sul,0,2,Empregado (CLT),10,Acima de 3.000,0,0,9,3,2,0,0
0baz3khrxi0sei0bazgztvrrugudi1wd,50,7,1,4,0,1,São Paulo (SP),23,Sudeste,3,8,Servidor Público,1,de 501 a 1.000,8,1,13,0,1,0,1
0beob0vw5kuacjool0w0beobkbzsh06f,22,1,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),18,de 1.001 a 3.000,1,1,12,4,2,0,1
0bj58kvonhsptf90bj5ldaxfkdm013kt,39,4,0,4,0,1,Goiás (GO),7,Centro-oeste,2,5,Empregado (CLT),18,Acima de 3.000,0,0,11,3,2,0,0
0bulrqnzwpth2g6rcf0bulrqr6hfwmhx,34,3,1,1,0,1,Pernambuco (PE),14,Nordeste,2,2,Empregado (CLT),18,Acima de 3.000,6,2,4,7,3,0,0
0ddxnylpynv0fgc72nuiy0ddx2np8hvc,26,2,1,1,0,1,Paraná (PR),16,Sul,1,2,Empregado (CLT),18,Acima de 3.000,6,1,12,3,1,0,0
0dkjjbum7c9eeyyr0dkjusywtxxirtxf,27,2,0,6,0,1,Pernambuco (PE),14,Nordeste,1,7,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,4,de 101 a 500,6,2,7,6,2,0,0
0dmgnvaor1n4kwg0dofeq0cvtz9wszxp,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,0,2,Estagiário,4,Acima de 3.000,3,0,9,1,3,0,1
0dqlwrfgpu6hl40dq03c11aoxyrkddtt,24,1,0,1,0,1,São Paulo (SP),23,Sudeste,0,2,Estagiário,19,Acima de 3.000,0,0,6,3,3,0,1
0dverwvn6qvm84sj0dverwv1jhbj8uhf,22,1,0,1,0,1,Minas Gerais (MG),9,Sudeste,0,2,Estagiário,4,de 101 a 500,1,0,2,1,1,0,1
0e5jp063qgcme6ly0e5j1oqs6sdw53oi,29,2,0,6,0,1,Espírito Santo (ES),6,Sudeste,3,7,Empregado (CLT),4,de 1.001 a 3.000,6,1,12,3,2,0,0
0e6w1fl8ezu3h7bnef0e6w1fl8ekby7x,32,3,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,2,Empregado (CLT),4,Acima de 3.000,3,2,4,4,0,0,0
0etlg34j0c2aa5gxkx0etlgl5085l8cl,27,2,0,1,0,1,Paraná (PR),16,Sul,3,2,Estagiário,11,Acima de 3.000,3,0,6,1,6,0,0
0g42rq6g6p2q873xia8y0g42x4n8upzt,29,2,0,1,0,1,Paraná (PR),16,Sul,3,2,Empregado (CLT),16,de 101 a 500,6,2,5,6,2,0,0
0ghkr6f66sdb6irt0c0ghk9s6mjqabxz,23,1,0,6,0,1,Rio Grande do Sul (RS),20,Sul,0,7,Empregado (CLT),4,Acima de 3.000,1,1,9,4,3,0,0
0gn3aonvi5bf7v0gditzg8sz142fxclo,26,2,0,1,0,1,Mato Grosso (MT),11,Centro-oeste,1,7,Empregado (CLT),4,Acima de 3.000,0,1,11,3,1,0,0
0gqoessq550geoi56otja8nxkzhl2yoe,33,3,0,0,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),4,de 501 a 1.000,1,2,4,7,2,0,1
0gxlcto118vdsq0gxlcaonsk0utw8n0y,24,1,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,7,Empregado (CLT),8,de 501 a 1.000,6,2,13,4,2,0,0
0hc6qwa1z9mz3aeb0hc6qwn21gsvs4u3,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),8,de 501 a 1.000,6,2,4,5,2,0,1
0i6712vqjj653m0i670gfwnl6ta7qnic,37,4,1,1,0,1,Rio Grande do Sul (RS),20,Sul,2,2,Empregado (CLT),5,Acima de 3.000,6,0,11,3,0,0,0
0id8eghh68cl1w98pk0id8ep67ng3t9n,33,3,0,1,0,1,Paraná (PR),16,Sul,1,3,Empreendedor ou Empregado (CNPJ),5,de 501 a 1.000,0,1,12,5,1,0,0
0jc0mij71evva7kn778bz30jc0mijucs,30,3,1,4,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),5,Acima de 3.000,3,2,4,5,3,0,1
0ji2x0gh9fnq4nuej0ji2xknk36lhorh,29,2,0,1,0,1,Distrito Federal (DF),5,Centro-oeste,2,1,Empregado (CLT),16,Acima de 3.000,6,2,13,4,2,0,0
0jk0bdnu7cufwadn0jk07nuti10opjh8,28,2,0,1,0,1,Espírito Santo (ES),6,Sudeste,0,2,Estagiário,5,de 6 a 10,1,0,2,1,1,0,0
0jlaefa4xwwgk5lfga7gsl0jlaefak5x,27,2,0,1,0,1,Santa Catarina (SC),21,Sul,0,2,Empregado (CLT),4,de 501 a 1.000,1,2,13,4,2,0,0
0jqbuqvb3936balyvfenrstk0jqbuqvb,28,2,0,1,0,1,Santa Catarina (SC),21,Sul,0,7,Estagiário,20,de 51 a 100,3,0,1,4,2,0,0
0kyn7c4b5p4ud7arfk4000kynyyy82ec,33,3,1,4,0,1,Pernambuco (PE),14,Nordeste,3,3,Servidor Público,14,Acima de 3.000,1,1,13,4,2,0,0
0kz3y2ky2wx4fmkhadp0kz3y8y7jrl32,23,1,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,0,8,Empregado (CLT),16,de 11 a 50,1,1,9,3,4,0,0
0lv0ldegkx1i8xxmet0lvfewlljsvem0,27,2,0,4,0,1,Goiás (GO),7,Centro-oeste,1,2,Empregado (CLT),20,Acima de 3.000,6,1,11,3,1,0,0
0m9ykattn3c24ri42vxg0m9ykam9lb6n,34,3,0,0,0,1,São Paulo (SP),23,Sudeste,1,0,Empregado (CLT),19,Acima de 3.000,1,2,13,6,2,0,1
0mnxtpoxm1cp3wctf9bp0m6esr5ydpkh,24,1,0,1,0,1,São Paulo (SP),23,Sudeste,1,6,Empreendedor ou Empregado (CNPJ),8,de 11 a 50,5,0,6,3,2,0,1
0nqzg51pf95l5p55kx0nqznnxpxb3upo,35,4,0,4,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),9,de 501 a 1.000,6,1,4,7,4,0,1
0ojds5de5ah8vwrpmklt0ojds5dz95kx,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),13,de 501 a 1.000,6,2,7,7,3,0,1
0on1x4pk2etlhgwbdf0on1x4pb0vfe3a,19,0,0,1,0,1,São Paulo (SP),23,Sudeste,1,6,Empregado (CLT),3,de 6 a 10,0,0,9,1,2,0,1
0ovocc0chi8jo3q0ovocvj6qmljwtloh,42,5,1,1,0,1,São Paulo (SP),23,Sudeste,4,0,Empregado (CLT),16,de 501 a 1.000,3,1,13,0,2,0,1
0pg37xsvnaoyqvibr0pg378z2eg4lpcz,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),1,de 101 a 500,6,1,13,4,1,0,1
0porhlvirmnbqihbq0f0porhli93zl7v,26,2,0,1,0,1,Santa Catarina (SC),21,Sul,1,6,Empregado (CLT),10,de 1.001 a 3.000,3,1,11,1,2,0,0
0r46flon90jl4hvi0r46flwm5jfomrq3,41,5,1,4,0,1,Paraná (PR),16,Sul,2,8,Empregado (CLT),5,Acima de 3.000,5,2,13,4,1,0,0
0rcm0gxoact3bzh06knd13ubjeo64v14,37,4,0,1,0,1,Rio Grande do Sul (RS),20,Sul,2,2,Empregado (CLT),16,de 101 a 500,1,1,11,4,6,0,0
0rjkvzh2lso0ry6omu8uk030mxjr0q6f,31,3,1,1,0,1,Rio Grande do Sul (RS),20,Sul,2,3,Empregado (CLT),8,Acima de 3.000,1,0,11,3,2,0,0
0rvvo787yq3mthe5ga0rvvh4rbm4u4gc,26,2,1,1,0,1,Espírito Santo (ES),6,Sudeste,1,7,Empregado (CLT),4,de 1.001 a 3.000,3,1,13,4,2,0,0
0rzo8uhs2710bhyk0rzo8up4313jz70o,30,3,1,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),6,de 101 a 500,1,2,13,4,3,0,1
0s15dzpqa7lus1ast0s1578mskf2illz,31,3,0,4,0,1,Paraná (PR),16,Sul,2,2,Empregado (CLT),16,de 1.001 a 3.000,6,1,12,4,5,0,0
0s7x7lc2foi894m6pogxa0s7x7ltfytz,26,2,0,1,0,1,Paraná (PR),16,Sul,0,6,Empregado (CLT),18,de 51 a 100,1,0,6,1,2,0,0
0saxujz921fw22ii6pq0saxff4o4ykqm,26,2,1,4,0,1,Piauí (PI),15,Nordeste,0,4,Estagiário,14,Acima de 3.000,8,0,2,3,1,0,0
0sw1v2544zjyapntd00sw6qtn1mommv9,36,4,0,4,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),4,Acima de 3.000,6,2,5,6,0,0,1
0t14vkhnpaohc7nvnli0t14lryhv5mz3,32,3,0,1,0,1,Espírito Santo (ES),6,Sudeste,2,7,Empregado (CLT),4,Acima de 3.000,1,1,12,3,2,0,0
0tx7atz5i766r431a00v0tx7atz7xanx,38,4,0,4,0,1,São Paulo (SP),23,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),16,de 101 a 500,0,2,8,0,3,0,1
0u9ldjdnpdo5ajqnplj9khr0u9ldjdnv,24,1,0,1,0,1,Minas Gerais (MG),9,Sudeste,0,2,Empregado (CLT),7,de 11 a 50,0,0,2,3,2,0,1
0ueqxxqa5mevx9duao0ueqxxq0ulfwgw,27,2,0,1,0,1,Paraná (PR),16,Sul,1,2,Empreendedor ou Empregado (CNPJ),19,Acima de 3.000,6,1,4,4,4,0,0
0ug15cqzpnzj5gms1zvag0ug15cn7cev,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),0,Acima de 3.000,0,1,12,4,3,0,1
0uvu1sve8rza2llcm8uvwt0uvu1ss9et,29,2,0,1,0,1,Paraíba (PB),13,Nordeste,1,2,Empregado (CLT),8,de 501 a 1.000,6,0,11,4,1,0,1
0v1mo9fgrmkv7bl0v1m5jz71imbv4mkb,26,2,0,1,0,1,Rio Grande do Sul (RS),20,Sul,2,2,Empregado (CLT),4,Acima de 3.000,0,1,11,4,2,0,0
0w1a415gtbb7rn1f94fg0w1a41lfh6zg,38,4,0,0,0,1,São Paulo (SP),23,Sudeste,3,7,Empregado (CLT),5,Acima de 3.000,3,1,13,4,2,0,1
0wdf4wluf18nbjw0wdfkifzzt327p0h0,29,2,0,4,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),16,de 501 a 1.000,0,1,11,3,5,0,1
0wnabz1pd1i2skai960w2due9g3hw4t7,27,2,1,6,0,1,São Paulo (SP),23,Sudeste,0,2,Estagiário,16,Acima de 3.000,0,0,2,3,2,0,1
0xic84omxpd7ptjgan0xic84o5sn3174,25,2,0,4,0,1,Espírito Santo (ES),6,Sudeste,1,7,Empregado (CLT),5,Acima de 3.000,3,1,13,4,1,0,0
0xxbaszfifvkoirez0xxbagbvlpl5ikp,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,0,4,Empregado (CLT),4,de 51 a 100,3,0,11,3,2,0,1
0xydkaoabyz42pr87cv0xydkb2rxr2o8,25,2,0,1,0,1,Ceará (CE),4,Nordeste,0,2,Estagiário,4,de 11 a 50,3,0,6,1,4,0,1
0zr4jo7c2j6hk60zr5ka7i9gysbve324,31,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,6,Empregado (CLT),19,Acima de 3.000,0,1,11,4,2,0,1
0zutq4iuaabxdj4q77fe0zutq4pw7zd6,27,2,0,0,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),18,Acima de 3.000,1,1,11,3,2,0,1
1090quptpl5ltqvdun1090oc8ei3abyj,28,2,0,1,0,1,Ceará (CE),4,Nordeste,2,7,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,6,de 51 a 100,6,2,7,5,2,0,1
10cadv3wxu1tjhhijcmv10cadv31hon9,22,1,0,1,0,1,São Paulo (SP),23,Sudeste,0,2,Empregado (CLT),17,de 1.001 a 3.000,3,0,6,1,2,0,1
10e2hm1phj9fnex6h41o10e2hm1g31wu,23,1,0,4,0,1,São Paulo (SP),23,Sudeste,2,1,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,7,de 101 a 500,1,2,5,3,2,0,1
10xdbt4r9gktvzbqrmwd10xdbt4wled2,38,4,0,6,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),4,de 101 a 500,3,2,12,6,1,0,1
116s5nak5kqnsbwcdk116s5nkb74bm0z,35,4,0,4,0,1,Bahia (BA),3,Nordeste,2,7,Empregado (CLT),16,Acima de 3.000,1,2,4,6,3,0,0
1198xepjqbuirv11fxa1r1z580rjapef,27,2,1,6,0,1,Minas Gerais (MG),9,Sudeste,2,4,Empregado (CLT),16,de 501 a 1.000,3,1,12,4,2,0,1
12jswjlwmvnidm7812jspqw3wds7xk28,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,5,Empregado (CLT),4,de 11 a 50,1,1,13,3,2,0,1
12q6hrvkx5qek0bx3t12q6hkcu93gdcu,39,4,0,1,0,1,Espírito Santo (ES),6,Sudeste,1,2,Empregado (CLT),8,Acima de 3.000,6,2,13,6,0,0,0
139a9b9k3i4qexcsz139a9b9gqnrhjjm,34,3,0,4,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),5,Acima de 3.000,6,2,13,6,2,0,1
143kovv42rj143ko4i6qxokr97wxxq8w,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),20,Acima de 3.000,6,2,13,4,1,0,1
14o1sjfwr21125mb39v14o1sj5gipig0,29,2,0,1,0,1,Santa Catarina (SC),21,Sul,2,6,Empregado (CLT),18,Acima de 3.000,1,1,11,4,2,0,0
14o6uo0ipq94b25714ocmfj81uo5bx13,39,4,0,4,0,1,Paraná (PR),16,Sul,2,3,Empregado (CLT),18,Acima de 3.000,5,2,4,3,0,0,0
14taj3sil040z409ab14taj18aqwflw2,28,2,1,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),0,Acima de 3.000,2,1,12,3,2,0,1
150n2wvf0ynssn3lolep150n2wvfwppi,29,2,0,1,0,1,Santa Catarina (SC),21,Sul,1,2,Empregado (CLT),16,Acima de 3.000,6,2,4,3,0,0,0
15sjomi7artoobet15sj5jeffud0ra0y,31,3,0,1,0,1,Paraná (PR),16,Sul,2,7,Empreendedor ou Empregado (CNPJ),5,de 6 a 10,3,1,6,3,2,0,0
16ds4kue2s2iwqamfxqv16ds4ue32z6b,24,1,1,4,0,1,Paraíba (PB),13,Nordeste,1,2,Estagiário,7,de 501 a 1.000,0,0,2,1,2,0,1
16k8mm4wf6mb50th15gc516k8mmguko6,32,3,0,1,0,1,Paraná (PR),16,Sul,2,2,Empregado (CLT),11,Acima de 3.000,1,2,13,7,3,0,0
16mgsdgqtqu1o0pn16mgsq6e4jm92ez6,40,5,1,6,0,1,Minas Gerais (MG),9,Sudeste,2,4,Empregado (CLT),18,Acima de 3.000,1,2,13,0,2,0,1
16wdanesw1yq8w2u16wda283yt4f4omf,28,2,0,1,0,1,Santa Catarina (SC),21,Sul,2,4,Empregado (CLT),17,Acima de 3.000,0,1,9,4,2,0,0
16wryqj46013oggwjv19x16wryqet4c6,33,3,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,7,Empregado (CLT),10,Acima de 3.000,7,2,4,7,3,0,0
17umw4ljr40d31fhz5bg717umj1n0e6x,27,2,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,1,3,Empregado (CLT),20,de 501 a 1.000,6,0,12,4,2,0,0
18xp1g9xmd9umdi2z18x4rut1864ze7r,26,2,1,0,0,1,Paraná (PR),16,Sul,1,7,Empregado (CLT),18,Acima de 3.000,5,1,13,3,1,0,0
19713jevp4e9y719713upwbacxfgroxc,32,3,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,2,2,Empregado (CLT),18,de 1.001 a 3.000,0,2,4,0,2,0,0
1a1yogk12t463rcus1a1yw5n0jmjlym4,28,2,0,1,0,1,Santa Catarina (SC),21,Sul,3,3,Empregado (CLT),3,Acima de 3.000,1,1,13,4,2,0,0
1awxzymi8qib41awxw4zm1g4ikoqvuvv,28,2,0,4,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),4,Acima de 3.000,1,2,13,3,2,0,1
1b53o5zcvhb61i1b53o5jipgdvps94bu,25,2,0,4,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),2,de 101 a 500,1,2,13,4,4,0,1
1bqcdxwosk2448kwf1bqcdxwoqdlcobj,31,3,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,4,Empregado (CLT),4,de 1.001 a 3.000,1,2,13,7,2,0,1
1bqq4pgskpve20qx61bqq9nc6jsw8368,32,3,0,1,0,1,Santa Catarina (SC),21,Sul,2,7,Empregado (CLT),16,de 501 a 1.000,6,1,12,4,2,0,0
1bsfbpqm5bciwmwgnmmr1bsf8uriv0kv,29,2,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,3,Empregado (CLT),4,Acima de 3.000,1,0,11,4,2,0,0
1c0x0ogcdheqqto2a1c0xyvyswdbifti,30,3,1,1,0,1,Paraná (PR),16,Sul,1,2,Empregado (CLT),18,de 1.001 a 3.000,1,1,11,4,4,0,0
1c56ua7ymuynqpr1c5zdap8g6wqbln93,28,2,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,0,7,Empregado (CLT),5,Acima de 3.000,6,1,12,4,1,0,0
1cefkbevzlncl4o0a1z1cefkbr4yziq5,44,5,0,1,0,1,São Paulo (SP),23,Sudeste,3,4,Empregado (CLT),19,Acima de 3.000,3,2,5,4,5,0,1
1cjkgi9jv6i12fgn1f71cjkgi9uff76z,30,3,1,1,0,1,Paraná (PR),16,Sul,4,3,Empregado (CLT),5,Acima de 3.000,1,2,13,5,2,0,0
1ejjjwcch2gjr521ejjl8caxiklpk60r,22,1,0,4,0,1,Piauí (PI),15,Nordeste,0,7,Estagiário,0,de 6 a 10,1,0,2,1,1,0,0
1eo61abl73ghvnkmj00y1eo61hon5rta,33,3,1,1,0,1,Rio Grande do Sul (RS),20,Sul,2,3,Empregado (CLT),4,Acima de 3.000,0,2,13,6,2,0,0
1exwsodnxyudw0ym67h2111exwsodn7z,28,2,0,0,0,1,Rio de Janeiro (RJ),17,Sudeste,2,2,Empregado (CLT),4,Acima de 3.000,6,2,4,6,4,0,0
1fsoff7bwgy2alhegs1fsoaktr45kqe4,33,3,0,1,0,1,Distrito Federal (DF),5,Centro-oeste,2,2,Empregado (CLT),20,Acima de 3.000,3,2,4,7,3,0,0
1ftlcrww87ofagr5xu1ftlmm51jbd1ek,27,2,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,0,2,Estagiário,18,de 1.001 a 3.000,1,0,6,3,2,0,0
1gbxnr87nrmzir1gb1naobr2o4v0yeuc,24,1,1,6,0,1,Paraná (PR),16,Sul,1,2,Empregado (CLT),18,Acima de 3.000,6,1,13,6,1,0,0
1go9wuzo7jjcd11go9l27u0g2d4sn0ba,26,2,0,4,0,1,Minas Gerais (MG),9,Sudeste,3,3,Empregado (CLT),10,Acima de 3.000,3,2,13,3,1,0,1
1hdrb5ttn4dfnqzn1hdrbru8ycclp31s,20,0,0,1,0,1,Rio Grande do Sul (RS),20,Sul,0,2,Empregado (CLT),4,de 101 a 500,0,0,9,3,2,0,0
1hk8n3npn6u33nvk971hk8n3c565bmwf,31,3,0,6,0,1,Distrito Federal (DF),5,Centro-oeste,2,2,Empregado (CLT),19,de 1.001 a 3.000,6,1,12,5,4,0,0
1j2b248m9vanhbnw1331j2b2jtavuq2v,32,3,0,4,0,1,Paraíba (PB),13,Nordeste,2,2,Servidor Público,14,de 101 a 500,1,0,12,1,6,0,1
1jjv75o1mhc275hjj1jjv75tc4zv4aqn,25,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,5,Empreendedor ou Empregado (CNPJ),4,de 51 a 100,0,0,6,1,3,0,1
1juqnnq8w5g1juq25h20elmadyv519wl,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),18,Acima de 3.000,3,2,4,6,5,0,1
1jy36lr1prftdq0l8ifh1jy36j18th0b,29,2,1,6,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),5,de 1.001 a 3.000,1,0,11,3,0,0,1
1k16swpfwk5n98lsl1k16s83ns3t57cm,37,4,0,4,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),17,Acima de 3.000,1,2,12,5,4,0,1
1k514djqv04g91bn6yb1k514dm45saug,19,0,0,1,0,1,São Paulo (SP),23,Sudeste,0,2,Estagiário,16,de 101 a 500,6,0,2,1,2,0,1
1kao3kwijojmie1kao3kyw938oh6794o,32,3,0,1,0,1,Paraíba (PB),13,Nordeste,1,3,Empregado (CLT),5,Acima de 3.000,6,2,13,4,4,0,1
1kjbcctset02lzji9b6v1kjbcq2c4rcf,35,4,0,1,0,1,São Paulo (SP),23,Sudeste,3,7,Empregado (CLT),16,Acima de 3.000,3,2,4,4,3,0,1
1kuwp2b3gibtwbbg41a1kuoqpsvft9l9,38,4,0,4,0,1,Espírito Santo (ES),6,Sudeste,3,2,Empregado (CLT),18,Acima de 3.000,3,2,4,5,0,0,0
1mz9sw1dltmei77j0i1mtkz0oghyuaa1,31,3,1,1,0,1,São Paulo (SP),23,Sudeste,2,4,Empregado (CLT),4,de 1.001 a 3.000,3,2,4,0,2,0,1
1nbi1gijbln24ntm1nbi19wkxnp2z7y8,28,2,0,4,0,1,Rio Grande do Norte (RN),18,Nordeste,1,2,Empreendedor ou Empregado (CNPJ),16,de 11 a 50,0,1,6,4,5,0,0
1ncfgwpi2xfllzxmye4u8ta71ncfgw18,32,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empreendedor ou Empregado (CNPJ),8,de 101 a 500,1,1,13,3,4,0,1
1o4zdyda1ud5g2xdkczn1o4zdydqxqo8,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),10,Acima de 3.000,1,2,12,4,6,0,1
1oe4tm9lig95nxa1oecz9yzg37ygtm98,33,3,0,4,0,1,São Paulo (SP),23,Sudeste,1,6,Empregado (CLT),16,Acima de 3.000,1,1,9,4,2,0,1
1otlcdg1x913smcve7s41otlcdozbmfe,47,6,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),19,Acima de 3.000,1,2,13,4,6,0,1
1ov8v6439it6tfn6c71ov8v64vfmt78h,29,2,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,2,1,Empregado (CLT),7,de 101 a 500,0,2,11,3,4,0,0
1p665pu04mcxhajkr1p66935r9bmijl5,33,3,0,4,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),16,de 1.001 a 3.000,6,2,5,6,0,0,1
1pfaacuejf5x81pajv9shsciur46l5rv,23,1,0,1,0,1,São Paulo (SP),23,Sudeste,0,4,Estagiário,20,de 51 a 100,8,0,2,2,2,0,1
1pi0xbzfk7ftd19122yg1pi0xb9pq856,27,2,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,2,Empregado (CLT),17,Acima de 3.000,6,1,11,3,3,0,0
