Id,Idade,Faixa idade,Gênero,Cor/raca/etnia,PCD,Vive no Brasil,Estado onde mora,UF onde mora,Região onde Mora,Nível de Ensino,Área de Formação,Qual sua situação atual de trabalho?,Setor,Numero de Funcionários,Cargo Atual,Nível,Faixa salarial,Quanto tempo de experiência na área de dados você tem?,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?,Existe faculdade no Estado
qghf5y12o67l2ssqghfyspw20kpfaj9t,40,5,1,1,0,1,São Paulo (SP),23,Sudeste,4,8,Empregado (CLT),4,Acima de 3.000,3,1,12,1,3,0,1
qh1facy9yd1lu47c76c8iqh1facfhu9b,24,1,0,4,0,1,Espírito Santo (ES),6,Sudeste,0,2,Empreendedor ou Empregado (CNPJ),16,de 11 a 50,1,1,12,3,3,0,0
qh8rqwp4rj980jb3qh82n4az8eran7q0,28,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),20,Acima de 3.000,6,2,13,5,5,0,1
qh9eaoirjiwqhqozjd2h1rq4jvwv8kwj,37,4,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,3,Empregado (CLT),11,Acima de 3.000,0,2,13,5,1,0,1
qhsdmaqs71d4vcjfx767kqhsdm2rup4a,28,2,1,6,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,Acima de 3.000,1,2,12,7,1,0,1
qhsrrcyhvno8k25n25qhsrrctenuc7w9,24,1,0,1,0,1,Paraná (PR),16,Sul,0,7,Empregado (CLT),7,de 11 a 50,0,0,2,1,2,0,0
qi1u7xbamkgpn551l0ouqi1u7xwh2r0g,44,5,0,0,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),4,Acima de 3.000,3,2,5,7,0,0,1
qi6k2cfn4uep0i5sruklxxqi6k2cinhc,47,6,1,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empreendedor ou Empregado (CNPJ),16,de 101 a 500,5,2,4,0,0,0,1
qid20xhain9mzmvmqid20a3ey1arkwq1,41,5,1,1,0,1,Rio Grande do Sul (RS),20,Sul,2,2,Empregado (CLT),4,Acima de 3.000,1,2,13,3,6,0,0
qiffgxd6wgxbhk8xhvqiffgxdrtb6l8u,23,1,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,1,2,Empregado (CLT),18,de 1.001 a 3.000,3,1,9,4,4,0,0
qig068nlv7f8gba2qig06jo4fucu6txt,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empreendedor ou Empregado (CNPJ),5,Acima de 3.000,1,0,11,1,2,0,1
qj0lumjy9torbjds1qj0lumjjsu6mfr4,31,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),1,Acima de 3.000,0,1,11,3,2,0,1
qjdc4jejvpv431t13c6aruqjdc4jebd1,23,1,0,4,0,1,Goiás (GO),7,Centro-oeste,1,2,Empregado (CLT),20,de 101 a 500,6,0,11,3,1,0,0
qjdsm8pvz7sp0fxxlhbeiqjdsm880aly,41,5,0,1,0,1,São Paulo (SP),23,Sudeste,2,6,Empregado (CLT),18,Acima de 3.000,6,2,4,7,0,0,1
qjnixr57cw9lp9dojz1voqjnixr5772i,30,3,0,1,1,1,São Paulo (SP),23,Sudeste,4,4,Empregado (CLT),4,de 501 a 1.000,1,0,11,1,2,0,1
qjoe30w80z51bwpqjoe3hf4pp8oqcuns,30,3,0,1,0,1,Mato Grosso (MT),11,Centro-oeste,3,4,Servidor Público,14,Acima de 3.000,8,1,5,7,2,0,0
qkaf0fsaaqedq2jxha4ccmnd52un5yzq,37,4,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),4,Acima de 3.000,0,2,4,0,3,0,1
qlbgyb1qekqjxwmhsnqlbgybyz08e8yr,38,4,1,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),4,Acima de 3.000,1,2,13,7,4,0,1
qm7pk6czehzt25vyzr42qg7qm7pk6ced,39,4,0,4,1,1,Distrito Federal (DF),5,Centro-oeste,3,4,Servidor Público,14,de 1.001 a 3.000,1,2,5,0,2,0,0
qmq5w83o3zbwpnnm5dqmq56jj8fxtpqp,33,3,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,1,3,Empregado (CLT),16,de 11 a 50,6,2,13,5,1,0,0
qmuw1i1j1g0c4or52qmuw11l91xp7l65,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,20,de 501 a 1.000,6,1,7,4,1,0,1
qo2yu062prqeiby27gcqo2yu89phswgp,34,3,0,4,0,1,Distrito Federal (DF),5,Centro-oeste,1,2,Empregado (CLT),5,de 1.001 a 3.000,0,1,13,0,0,0,0
qosxbhuosp6ryrf3qosxb0z3lq8zf1h6,36,4,1,1,0,1,Santa Catarina (SC),21,Sul,3,0,Estagiário,16,de 501 a 1.000,1,0,9,1,1,0,0
qp66wq1ouh87iik4drzh0nqp66w6uuk9,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),16,de 51 a 100,6,2,13,6,5,0,1
qphhy5yphsbfjjfqphh8wrg7dv0xnyif,52,7,0,1,0,1,Bahia (BA),3,Nordeste,3,4,Empregado (CLT),14,de 501 a 1.000,6,2,4,0,2,0,0
qpq0npdbe8qziynl2qyqaqpq0npo8wmy,26,2,1,1,0,1,São Paulo (SP),23,Sudeste,0,2,Estagiário,15,Acima de 3.000,1,0,2,1,3,0,1
qpvmn6cu0ni0jdqwcqpvmn64p0ghnvdg,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,3,4,Empregado (CLT),8,de 1.001 a 3.000,3,2,4,5,2,0,1
qqokxpkpo7wwgde2aetcqqokxmht2y5f,27,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,1,7,Empregado (CLT),1,de 501 a 1.000,1,2,11,4,5,0,1
qrhp2l4gm6zem7qqr6rlgpgmwup6vmk2,39,4,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),4,de 1.001 a 3.000,6,2,5,0,4,0,1
qtav6ejohrbm26qtavz3uq99ud2kv96l,33,3,0,1,0,1,Pernambuco (PE),14,Nordeste,1,7,Empregado (CLT),1,Acima de 3.000,1,1,6,3,2,0,0
qtlwhf3a9dxzmz0qtlwh8ymtxo0ep065,24,1,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,16,de 6 a 10,6,2,10,6,3,0,1
qubtwtexasjwuuier0ifequbtwttp5zr,45,6,1,0,0,1,São Paulo (SP),23,Sudeste,4,4,Empregado (CLT),5,Acima de 3.000,3,2,4,7,2,0,1
qud8ymo3gdldpzx8hzczgwqud8ymosms,35,4,0,1,0,1,São Paulo (SP),23,Sudeste,4,6,Empregado (CLT),4,de 11 a 50,1,1,4,3,2,0,1
quktpf517pfb2foh5mqutr4czcrtoqof,48,6,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empreendedor ou Empregado (CNPJ),4,de 101 a 500,6,2,7,0,4,0,1
qvf0hs93wsfartkl2apv5xsqvf0hsqe0,35,4,1,4,0,1,Minas Gerais (MG),9,Sudeste,2,7,Empregado (CLT),9,de 101 a 500,1,1,12,3,2,0,1
qvoefn9skh6hbuw6szqvoe5z58z7zl8m,29,2,0,6,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),16,de 1.001 a 3.000,3,1,13,3,2,0,1
qw7agf79ta0des6qw7agf7cugpvkuaid,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),15,Acima de 3.000,3,1,13,4,2,0,1
qw9n2wlf6ay3ycx52diaqw9n2z2odytp,34,3,0,1,0,1,Paraná (PR),16,Sul,2,3,Empregado (CLT),16,de 51 a 100,1,2,13,4,2,0,0
qwb8bm8kkiexg89m7xliqwb8bm0s7ulm,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),8,Acima de 3.000,3,2,4,4,3,0,1
qwdj8ve9zlgg7oyz8ahoeeqwdj8v8odt,27,2,0,6,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),20,Acima de 3.000,3,1,12,3,1,0,1
qx51ewma4pg4f3qx51eh8ryvzjgek2dx,31,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,de 51 a 100,0,0,6,1,1,0,1
qx723efbb2njmvf0sbqx723ermwrjt1g,24,1,0,4,0,1,Piauí (PI),15,Nordeste,1,7,Empregado (CLT),17,de 501 a 1.000,2,0,6,1,2,0,0
qxp80e3ugtpidmrwj4yuqxp80elfi11c,23,1,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,4,Empregado (CLT),2,de 51 a 100,3,0,13,1,2,0,0
qy6jitatr0plhwfvqy6jej5bxcou55f9,30,3,0,4,0,1,Paraná (PR),16,Sul,2,2,Empreendedor ou Empregado (CNPJ),19,Acima de 3.000,5,2,4,1,1,0,0
qyb7e62kir29wuaqyb7e6ezfpmddwpvl,31,3,0,1,0,1,Rio Grande do Norte (RN),18,Nordeste,1,2,Empreendedor ou Empregado (CNPJ),19,de 51 a 100,1,1,9,3,3,0,0
qysys5tw0k73lgbd3dqnqymt74by3e8w,27,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,1,2,Empregado (CLT),20,de 101 a 500,3,2,13,5,3,0,1
r0claktms2kcerr0c7d43gnsgy3ibwo0,33,3,0,1,0,1,Ceará (CE),4,Nordeste,2,2,Empregado (CLT),16,Acima de 3.000,4,1,9,3,0,0,1
r0dvk0evevotr0dvk788x1umlixnidd7,27,2,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,3,6,Empregado (CLT),2,Acima de 3.000,6,1,12,3,2,0,0
r0wd16opmeymcris7r0wd1x7nrv5t7zo,33,3,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,2,7,Empregado (CLT),17,de 51 a 100,0,2,12,6,1,0,0
r1vdx2fdzro5j66mqr1vdx2bir4426xo,33,3,0,1,0,1,Paraná (PR),16,Sul,2,5,Empregado (CLT),4,de 101 a 500,0,2,13,5,2,0,0
r2f8h85hqgtfxn0yyu6r2f8h85zku5py,37,4,0,1,0,1,São Paulo (SP),23,Sudeste,2,6,Empregado (CLT),7,de 11 a 50,0,1,11,3,2,0,1
r2lygj07njx1it4r2l2x16pg5hzz3hjo,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),16,Acima de 3.000,6,2,4,4,5,0,1
r3bvw4x0aw8kh7ai7lor3bvw4h9vd987,24,1,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,0,7,Empregado (CLT),15,Acima de 3.000,3,0,11,3,2,0,0
r4g9jyrqc1j4xhtb7se85rtr4g9jytuf,28,2,0,6,0,1,Mato Grosso (MT),11,Centro-oeste,1,2,Empregado (CLT),6,de 501 a 1.000,3,1,12,4,5,0,0
r4npli56gyxtyhrbr4ndo7irtjijk8xm,23,1,0,1,0,1,Minas Gerais (MG),9,Sudeste,0,2,Empregado (CLT),20,de 11 a 50,3,0,9,3,4,0,1
r4twobaocqq6s8l0xgfv8r4twobz3bwv,27,2,0,1,0,1,Espírito Santo (ES),6,Sudeste,0,2,Empregado (CLT),8,Acima de 3.000,1,0,9,3,2,0,0
r56ivxhs3h8cro9ihmpzbr56ivf5cob1,52,7,1,1,0,1,São Paulo (SP),23,Sudeste,1,3,Empregado (CLT),4,de 51 a 100,0,2,6,0,2,0,1
r59jf4del4guqtuezr59j1652sq2dnsg,33,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),20,de 101 a 500,1,2,12,5,3,0,1
r5bt7z7b2dp1bnl77r5btjx63n29cqou,30,3,0,4,0,1,São Paulo (SP),23,Sudeste,1,6,Empregado (CLT),4,Acima de 3.000,7,1,4,6,2,0,1
r5jdfbinvipuwbco1hr5jdfayzlpt96m,34,3,0,4,0,1,Minas Gerais (MG),9,Sudeste,1,2,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,16,Acima de 3.000,6,2,8,0,4,0,1
r682z6hrmwnxb8ikgj2ue67r682z6hll,34,3,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,3,3,Empregado (CLT),8,de 501 a 1.000,0,1,13,4,2,0,0
r6z077mozcaqb6k3ov7r8zr6z077mpx9,23,1,0,6,0,1,Minas Gerais (MG),9,Sudeste,0,2,Empregado (CLT),20,de 1.001 a 3.000,1,0,11,3,1,0,1
r6zvv99vz77svf1lr6zvvatoypp9hhcr,30,3,0,4,0,1,São Paulo (SP),23,Sudeste,2,5,Empregado (CLT),5,de 51 a 100,1,1,11,3,2,0,1
r729s7r98knvlatn7hjr72ladofa4ysh,33,3,0,3,0,1,Rio de Janeiro (RJ),17,Sudeste,3,0,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,16,de 51 a 100,6,2,7,7,2,0,0
r72b7a87c7uyvu27r72b7aowe59wcapr,36,4,1,1,0,1,Minas Gerais (MG),9,Sudeste,4,7,Empregado (CLT),20,de 51 a 100,3,2,12,3,4,0,1
r7i6i319m0kcyiu9cr7ieo5b47sxm55g,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),18,Acima de 3.000,6,2,4,4,1,0,1
r7o9xsu5d3s5sucwy5r7o9xsuz9wmmhl,39,4,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,16,de 101 a 500,6,2,10,4,0,0,1
r7ycazahvitq9f8vr7yce8nlcprpwpf6,30,3,1,1,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),0,de 1.001 a 3.000,0,0,9,4,5,0,1
r9p4f3yo7djix18l36t4r9dqw9c1c9m0,36,4,0,5,0,1,São Paulo (SP),23,Sudeste,2,2,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,16,Acima de 3.000,7,2,10,0,0,0,1
razv0ae8tzk4tadakqm8razv0aekep24,35,4,1,1,0,1,Santa Catarina (SC),21,Sul,3,1,Servidor Público,14,de 101 a 500,5,2,4,0,2,0,0
rbf89i16fkiyhrbf5oneajzsu5vwbkwa,36,4,0,5,0,1,São Paulo (SP),23,Sudeste,2,2,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,4,de 101 a 500,3,2,0,0,4,0,1
rcqwumra100i7zvgdcrcqyddpr1g5iuf,23,1,0,1,0,1,Goiás (GO),7,Centro-oeste,0,4,Empreendedor ou Empregado (CNPJ),8,de 1.001 a 3.000,3,0,13,3,2,0,0
rd40wcml1i94e91fz5v2rd40wxdu8l34,49,6,1,1,0,1,São Paulo (SP),23,Sudeste,4,2,Empregado (CLT),18,Acima de 3.000,1,2,13,4,0,0,1
rdcrg7c7lt3btnq63wrdcrakthkyhkp7,40,5,0,1,0,1,São Paulo (SP),23,Sudeste,1,4,Empreendedor ou Empregado (CNPJ),19,de 11 a 50,8,2,5,7,4,0,1
rdelmfu4u6o03opmsz8qhfmzrdelmfuh,33,3,0,4,0,1,Minas Gerais (MG),9,Sudeste,1,7,Empregado (CLT),19,Acima de 3.000,1,0,9,3,4,0,1
rdicmga98z4kxwht4b3wjrdicmgjtlxy,30,3,0,1,0,1,Rio Grande do Sul (RS),20,Sul,3,7,Empregado (CLT),4,Acima de 3.000,5,2,13,4,2,0,0
rdjsmpj7bavag9rrdjsmfwf9e30tg5cu,36,4,1,4,0,1,Sergipe (SE),22,Nordeste,4,2,Empregado (CLT),5,Acima de 3.000,7,2,13,0,5,0,0
re4vx5yb2djubvuy2lusre4vxf7ltuls,29,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),16,de 101 a 500,6,2,4,6,4,0,1
reyn2cb3hu56ozpjpreyn2w15c4epu9d,27,2,0,6,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),9,de 101 a 500,1,2,13,5,3,0,1
rf2s0eg8gjubg3a7vrrf2s0en4zofd3o,33,3,0,1,0,1,Amazonas (AM),1,Norte,2,2,Empregado (CLT),16,de 101 a 500,3,0,11,1,3,0,0
rf3c3awiay2spdkbe7ojnm5crf3c3awl,29,2,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,3,6,Empregado (CLT),20,de 101 a 500,3,2,4,4,2,0,0
rfu69txirlf8t4f5qorfu691z0z2t52v,25,2,0,4,0,1,Minas Gerais (MG),9,Sudeste,1,4,Empregado (CLT),5,de 101 a 500,1,0,9,3,1,0,1
rg1okfpz3j4fkaqdkkrg5x5k4gn3bxsp,29,2,0,1,0,1,Distrito Federal (DF),5,Centro-oeste,2,2,Empregado (CLT),16,de 101 a 500,6,2,5,5,6,0,0
rgsuxt43xjvm54krgsupmjdq2575jlen,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),4,Acima de 3.000,6,2,13,3,3,0,1
rgx5ijl30t58sitwaxrgx5ij9ki8l19t,26,2,1,1,0,1,Paraná (PR),16,Sul,2,7,Empregado (CLT),8,Acima de 3.000,0,0,9,3,1,0,0
riw9hqekspai38u8bbriw9d96vw6fy95,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),18,de 101 a 500,1,1,12,4,1,0,1
rizlqw0aqj6re9buerizl4c6uq8zjqpu,29,2,0,0,0,1,São Paulo (SP),23,Sudeste,1,3,Empreendedor ou Empregado (CNPJ),20,de 11 a 50,6,1,11,4,2,0,1
rj2cgsc6mbq9jrj2cgb5d12gbyjgyrcb,30,3,1,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),13,de 1.001 a 3.000,3,1,4,3,1,0,1
rjfsvupueqevxnehigh10rjfsvua0h42,29,2,1,4,0,1,Ceará (CE),4,Nordeste,3,7,Empregado (CLT),4,Acima de 3.000,3,1,13,4,1,0,1
rjfz1nwrmy0rcp8rjfz1nwx9vogl9goi,35,4,0,4,0,1,São Paulo (SP),23,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),16,de 51 a 100,0,0,9,3,0,0,1
rjx0noandrelxa2znas4rj6jv457zt2g,29,2,0,1,0,1,Ceará (CE),4,Nordeste,0,2,Empreendedor ou Empregado (CNPJ),4,de 101 a 500,1,1,11,3,1,0,1
rk52auxzblqw4sjj1hrk52jv7cbknz72,24,1,0,4,0,1,Ceará (CE),4,Nordeste,0,7,Empregado (CLT),16,de 101 a 500,0,0,6,3,2,0,1
rke3148vzm3ad2f2h2s7rkeraxed6vtg,35,4,1,1,0,1,Minas Gerais (MG),9,Sudeste,3,4,Empregado (CLT),14,Acima de 3.000,3,1,13,7,6,0,1
rkp7idtuulp7jfkzt6xzrkp7idtfccxl,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,3,Empregado (CLT),7,de 11 a 50,1,2,13,4,2,0,1
rlti81zzyazz181rlt1ne9h6f7r66fvx,32,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empreendedor ou Empregado (CNPJ),8,de 51 a 100,0,0,9,1,1,0,1
rnnhzyhrn9yjqvxrnnhzy4pqbigez6h4,41,5,1,4,0,1,São Paulo (SP),23,Sudeste,4,4,Empregado (CLT),16,de 1.001 a 3.000,3,2,13,5,1,0,1
rnz2gwm0gr7881tghj5srnz2glgikapa,33,3,0,4,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),19,Acima de 3.000,1,2,4,7,0,0,1
rnzsp2gvm0c1sbfwhrnzsp01f99d8dsl,22,1,1,4,0,1,Goiás (GO),7,Centro-oeste,0,6,Empreendedor ou Empregado (CNPJ),17,de 11 a 50,1,0,2,3,3,0,0
rom4wyaxqdc89tr3yivrom4wybf5v9qt,37,4,0,1,0,1,São Paulo (SP),23,Sudeste,2,4,Empregado (CLT),4,de 101 a 500,1,2,7,0,2,0,1
rpsuzfo2e512rsdsdmunirpsuzfyrpwb,34,3,0,4,0,1,Paraná (PR),16,Sul,4,2,Empregado (CLT),18,Acima de 3.000,7,1,4,5,0,0,0
rq6mt3rlgquhdupgbrq6mt3q7hs3ak45,31,3,1,1,0,1,Paraíba (PB),13,Nordeste,1,0,Empregado (CLT),0,de 11 a 50,3,0,11,3,2,0,1
rse8ku6as379t2rikqytttrse8ku68u8,28,2,0,6,0,1,São Paulo (SP),23,Sudeste,0,2,Empregado (CLT),4,Acima de 3.000,1,1,12,4,4,0,1
rsr1zg43up7q4duzkuhmlkrsr1zgoadc,44,5,0,1,0,1,Paraná (PR),16,Sul,2,2,Empregado (CLT),16,de 101 a 500,6,2,5,0,0,0,0
rt4mjb0e1wuqwr8lwjgrt4mj7dz9dxy8,29,2,1,1,0,1,São Paulo (SP),23,Sudeste,0,6,Estagiário,16,Acima de 3.000,1,0,2,1,2,0,1
rtxwwsj5kj71k8vrtskqvonw4kvbb4pi,58,8,0,1,0,1,São Paulo (SP),23,Sudeste,1,3,Empregado (CLT),18,Acima de 3.000,1,0,11,1,1,0,1
ruubc5bs2fq8fr0e84zruubr27lkjfbx,38,4,0,4,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),9,Acima de 3.000,3,1,12,4,1,0,1
rvg35u5gh80cnlsn8rvg35e8s40wkho8,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),18,Acima de 3.000,6,2,13,6,2,0,1
rvs532wls3cvomo3rvs532ip9n0g2zka,26,2,0,4,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),17,de 501 a 1.000,4,1,13,6,3,0,1
rvvqqq89nhmp15nxlx7rvvqqq1j4nk9u,26,2,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,2,2,Estagiário,8,de 501 a 1.000,2,0,2,1,3,0,0
rvzdllkvspb6rvzdnq4gkqvwoac2tnq4,42,5,0,4,0,1,Piauí (PI),15,Nordeste,3,3,Freelancer,4,de 1 a 5,0,1,13,0,3,0,0
rw16rac5ns5qd9qlyp5i9rw16rru2bji,30,3,0,1,0,1,Pernambuco (PE),14,Nordeste,1,7,Empregado (CLT),18,Acima de 3.000,6,1,13,3,2,0,0
rw82ptfrxuc0agxdrw8lsd8vclfctizo,36,4,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),16,Acima de 3.000,3,1,13,3,0,0,1
rwegxwxuuexqzpljfrwegxvnmy0bw7wz,29,2,1,1,0,1,Rio de Janeiro (RJ),17,Sudeste,2,2,Empregado (CLT),6,de 1.001 a 3.000,1,2,13,6,2,0,0
rwoul6i24uwfrwoulkr4wuhs3cnhrfxb,30,3,0,0,0,1,Paraná (PR),16,Sul,1,2,Empregado (CLT),10,Acima de 3.000,1,0,11,4,1,0,0
rwygeab4fdrh0be5cfllhrwygeabn9k8,29,2,0,1,0,1,Mato Grosso (MT),11,Centro-oeste,2,3,Empregado (CLT),4,de 51 a 100,2,2,12,6,2,0,0
rxlae52xd95jkwifrxlffnpcovjxldzo,38,4,0,4,0,1,Ceará (CE),4,Nordeste,1,3,Empregado (CLT),18,Acima de 3.000,1,0,11,3,2,0,1
rxqj0igqz2ajs9qrxqjgv55sb07xymfj,33,3,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,1,2,Empregado (CLT),18,Acima de 3.000,6,2,13,6,1,0,0
rxwryd80edp7b0vaierxwry6foya1x5u,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,3,0,Empregado (CLT),20,Acima de 3.000,3,1,13,3,2,0,1
ryba47cksaq4sx0e5w99ryba47cs10mn,29,2,1,4,0,1,São Paulo (SP),23,Sudeste,1,6,Empregado (CLT),16,de 11 a 50,3,1,11,4,2,0,1
rza6ys6pw5oppgk9p8srza6ys658rh9d,31,3,0,1,0,1,São Paulo (SP),23,Sudeste,0,2,Empregado (CLT),16,de 501 a 1.000,6,1,9,3,3,0,1
rzan2pnrsja998u5fi369xcrzan2pncs,25,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,Acima de 3.000,7,0,12,3,3,0,1
rzxgatoczu3gq1pu2dhli9rzxgatowek,36,4,1,4,0,1,Distrito Federal (DF),5,Centro-oeste,2,2,Empregado (CLT),16,de 101 a 500,3,1,13,3,2,0,0
s0x9h6bse1n9drbl6d9xgo6s0x9hhtjq,35,4,1,4,0,1,Santa Catarina (SC),21,Sul,0,4,Empregado (CLT),16,de 501 a 1.000,1,1,11,4,3,0,0
s1e5wdffk1lj8cg0toa6i4s1e5wd48jf,36,4,0,1,0,1,Rio Grande do Sul (RS),20,Sul,2,7,Empreendedor ou Empregado (CNPJ),4,de 101 a 500,1,0,11,3,1,0,0
s2u30ukmzld4o19s2wef3dyxwyimckwe,27,2,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,2,2,Empregado (CLT),20,de 501 a 1.000,6,1,12,4,1,0,0
s2y2c42pr4x0yuv2fqlos2y2ol50i0pk,31,3,1,6,0,1,São Paulo (SP),23,Sudeste,3,2,Empreendedor ou Empregado (CNPJ),1,de 1 a 5,3,2,13,7,4,0,1
s3a64espdm1ic80e1s3a64eu8sbit8rc,23,1,0,1,0,1,Ceará (CE),4,Nordeste,1,2,Empregado (CLT),20,de 1.001 a 3.000,6,2,4,4,3,0,1
s4kdn1hmgh4fxzycs4kmnj0gjv2t08fr,27,2,1,1,0,1,Rio Grande do Sul (RS),20,Sul,1,3,Empregado (CLT),20,Acima de 3.000,0,1,12,4,1,0,0
s4xvrjjjehbgas4xvrj7x99x3conl4yh,28,2,0,1,0,1,Rio Grande do Sul (RS),20,Sul,2,3,Empregado (CLT),16,de 501 a 1.000,1,2,13,5,1,0,0
s58guc94v8hr2eaos58g01lqf9bl2ic2,28,2,1,4,0,1,Espírito Santo (ES),6,Sudeste,2,1,Estagiário,6,de 501 a 1.000,1,1,2,6,1,0,0
s68u0kfip4ty607q0y32bfs68u0kffz8,29,2,0,6,0,1,São Paulo (SP),23,Sudeste,2,6,Empregado (CLT),10,Acima de 3.000,1,0,9,3,1,0,1
s68wj064ndbl43mvqs68wg1p7jdjchja,39,4,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,1,3,Empregado (CLT),17,Acima de 3.000,1,2,12,7,2,0,0
s6joxw8pdr4vchwp5k9s6joxyi5z80tx,27,2,1,1,0,1,Minas Gerais (MG),9,Sudeste,2,7,Empregado (CLT),4,Acima de 3.000,6,2,4,5,2,0,1
s6k0qtfj5qnzblds6k0nhdhwzqsu61o7,32,3,1,6,0,1,Ceará (CE),4,Nordeste,3,2,Empregado (CLT),20,Acima de 3.000,3,0,11,5,5,0,1
s6z34zrt8iiguaetzpa4s6z34zrjkcp7,27,2,1,1,0,1,Minas Gerais (MG),9,Sudeste,2,6,Empregado (CLT),18,Acima de 3.000,6,1,12,3,2,0,1
s7f9tf986wzc5z5bs91ys72leqd8c33n,29,2,0,1,0,1,Espírito Santo (ES),6,Sudeste,1,7,Empregado (CLT),8,Acima de 3.000,0,2,12,4,2,0,0
s7w3g0xm6z34oafhvs7w3g0x8xrvcgj8,33,3,0,4,0,1,Espírito Santo (ES),6,Sudeste,1,7,Empreendedor ou Empregado (CNPJ),20,de 501 a 1.000,6,0,9,3,2,0,0
s7wv0vj1dyshagzs7wv0vut5yk4ypde7,31,3,0,4,0,1,Paraná (PR),16,Sul,2,2,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,19,de 51 a 100,0,2,10,0,5,0,0
s938zzej3c4zfvpmqs938zzernu3n56m,29,2,1,1,0,1,São Paulo (SP),23,Sudeste,1,4,Empreendedor ou Empregado (CNPJ),4,de 101 a 500,3,2,4,4,2,0,1
