Id;Idade;Faixa idade;Gênero;Cor/raca/etnia;PCD;Vive no Brasil;Estado onde mora;UF onde mora;Região onde Mora;Nível de Ensino;Área de Formação;Qual sua situação atual de trabalho?;Setor;Numero de Funcionários;Cargo Atual;Nível;Faixa salarial;Quanto tempo de experiência na área de dados você tem?;Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?;Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?;Cientista de Dados/Data Scientist
77ltv8y4s5zqkgy9877ltgjdq7scnp5j;33;30-34;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Mestrado;Outras Engenharias;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Tecnologia/Fábrica de Software;de 101 a 500;Cientista de Dados/Data Scientist;Sênior;de R$ 20.001/mês a R$ 25.000/mês;de 5 a 6 anos;de 1 a 2 anos;;
77ylnaju3rsf23eq0r77ylxf2hu3wpno;27;25-29;Masculino;Parda;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Estudante de Graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empregado (CLT);Indústria;Acima de 3.000;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
786g10n0yvr48k7863byc9z4vf57igsr;26;25-29;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Internet/Ecommerce;de 11 a 50;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;de 1 a 2 anos;;
78dgdtvgt5piweh3o8c978dgdtmpjplp;28;25-29;Masculino;Parda;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empregado (CLT);Marketing;de 501 a 1.000;;;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;51 - 100;1
78sxkpwodh0rdo78sihuh36dwndh5af5;34;30-34;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Farmaceutico;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;de 3 a 4 anos;;
78yryvfm3j8jmw3ilr878yryz7gqhuou;22;22-24;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Filantropia/ONG's;de 1.001 a 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Menos de 1 ano;;
794x3ljcfy744dvi0dyi794x3ljpjq58;33;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;de 101 a 500;Outra Opção;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 5 a 6 anos;Mais de 10 anos;;
79d6rsextaer675epw79d7i7k9zaeqk9;34;30-34;Masculino;Branca;Não;1;Distrito Federal (DF);DF;Centro-oeste;Doutorado ou Phd;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
79gt4b263lf260x787dm379gt4b2ohxn;26;25-29;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Negócios/Business Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
79nftpto8yn0lybuu79nftx5uuziy5s6;28;25-29;Feminino;Branca;Não;1;Mato Grosso do Sul (MS);MS;Centro-oeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;de 101 a 500;Analista de Negócios/Business Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
79yade8sr03l48q9979yadwksnt6cw63;38;35-39;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;de 501 a 1.000;;;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;de 3 a 4 anos;21 - 50;1
7ag2eorsn8du8ha7ag2eh2znn0769smt;33;30-34;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Doutorado ou Phd;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;;;de R$ 20.001/mês a R$ 25.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Acima de 300 pessoas;
7ajj17mod3m4ekq1vn77ajjytb9gvyyp;24;22-24;Masculino;Preta;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;de 101 a 500;Analista de Negócios/Business Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7aon1aqzm9jt957aontiindgp225raw5;35;35-39;Feminino;Parda;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;de 501 a 1.000;Cientista de Dados/Data Scientist;Sênior;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;de 7 a 10 anos;;
7b0n0spte7fzy7b0ncfc0tq8tte6xes8;51;50-54;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Outra Opção;Sênior;Acima de R$ 40.001/mês;Mais de 10 anos;de 1 a 2 anos;;
7b672vrmqyak625e7b672m0smtji8h1l;23;22-24;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Marketing;de 11 a 50;;;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;de 7 a 10 anos;1 - 3;0
7bxgbkimznpentz4m7bxgb4thlek0sau;44;40-44;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 5 a 6 anos;;
7c2cwoplorez6vd437c2cb1mmjp5a7ja;24;22-24;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Estudante de Graduação;Outra opção;Estagiário;Área de Consultoria;Acima de 3.000;Cientista de Dados/Data Scientist;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Menos de 1 ano;;
7dji5udk66xchl9e0js7djih02203eim;58;55+;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Desempregado, buscando recolocação;;;;;;;;;
7drlmlzo9toisbl7drlml2a9hjgh7gky;29;25-29;Feminino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Indústria;Acima de 3.000;Analista de Negócios/Business Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7dscjffz5u6i5gkj7d6l7rpu2wby83p6;28;25-29;Masculino;Branca;Não;1;Ceará (CE);CE;Nordeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;de 51 a 100;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7e42hhk96wrccp097e42hhxbc281ww80;43;40-44;Masculino;Preta;Não;1;Distrito Federal (DF);DF;Centro-oeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;Acima de 3.000;Analista de Suporte/Analista Técnico;Pleno;de R$ 2.001/mês a R$ 3.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7e4qff7ro1uyvqxgjmpeoh7e4qff7at9;25;25-29;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Telecomunicação;de 501 a 1.000;Outra Opção;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Menos de 1 ano;;
7eb9abjfwxrf7nof8b0w07x7eb9abjft;24;22-24;Masculino;Parda;Não;1;Mato Grosso (MT);MT;Centro-oeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Agronegócios;Acima de 3.000;;;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;1 - 3;0
7ebfhp44qt77evp2no30cflf98e6bvp2;23;22-24;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;de 51 a 100;Analista de BI/BI Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
7eqc9ut5ds4i18qwez8x7eqc9qexru3n;31;30-34;Masculino;Preta;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Marketing;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
7esgcbtlcmd8kcdqji7esgcbrq0w48gg;29;25-29;Masculino;Parda;Não;1;Espírito Santo (ES);ES;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Outra Opção;de 101 a 500;Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 4 a 6 anos;de 5 a 6 anos;;
7fen1u2apibir7nfcv7fen1i9gappllh;32;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Varejo;Acima de 3.000;Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7fglb9623pthskmyoup7fglb93ugdcsb;28;25-29;Masculino;Amarela;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 5 a 6 anos;Menos de 1 ano;;
7fvxmtol4mipwg02qfx7fvxp8q1041ve;34;30-34;Feminino;Preta;Não;1;Bahia (BA);BA;Nordeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;de 101 a 500;Outra Opção;Pleno;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7fx61vzc548szeopmdi7fx6k1awwmd2u;32;30-34;Feminino;Parda;Não;1;Distrito Federal (DF);DF;Centro-oeste;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;;;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;101 - 300;1
7g7sm94xiknudo42dh7g7sovondl88vp;39;35-39;Masculino;Parda;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 7 a 10 anos;de 7 a 10 anos;;
7hm385gmvufsm8s160pix7hm385vbto1;30;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Setor Imobiliário/ Construção Civil;de 101 a 500;Analista de BI/BI Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7hpigaovx2hf7sr5rnc347hpigawpo59;26;25-29;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Educação;de 1.001 a 3.000;Analytics Engineer;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 1 a 2 anos;;
7huy33rkgqgvlwvdqx5pcd7huy33xkgn;21;17-21;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;
7i18w7z1holl667i1ocfs3f9tc1r8w8p;33;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área da Saúde;de 101 a 500;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;de 5 a 6 anos;;
7i2qjdoc4w38kgygv7i2qjdo2rpwh744;30;30-34;Masculino;Preta;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;;;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Menos de 1 ano;Acima de 300 pessoas;1
7i6casnagnv70tdxa7i66i0x80eo8i7t;24;22-24;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Estudante de Graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Estagiário;Tecnologia/Fábrica de Software;de 1 a 5;Analista de BI/BI Analyst;Júnior;Menos de R$ 1.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
7ixsc8ua91dyza1ff7o7ixsc8e3z2srz;24;22-24;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Servidor Público;Setor Público;Acima de 3.000;Analista de BI/BI Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7jb2o0ydgntx27xkb4fr5z9477jb2o0x;33;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Finanças ou Bancos;de 1.001 a 3.000;Cientista de Dados/Data Scientist;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7jcegbbxpo7bof0h0qicodw947jcegbb;27;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Finanças ou Bancos;de 101 a 500;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Menos de 1 ano;;
7jk4j2l6tdr3kdhi137jk4j2kvxaqpxm;26;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;de 501 a 1.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 5 a 6 anos;;
7jnlne3xk9mibt61dq7jnln4s7brg9dn;25;25-29;Feminino;Branca;Não;1;Bahia (BA);BA;Nordeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;de 101 a 500;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano;;
7jp0wzpjdj04b781zt0a7jp0wzxrbpnj;32;30-34;Feminino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Doutorado ou Phd;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Área de Consultoria;de 501 a 1.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;Menos de R$ 1.000/mês;Menos de 1 ano;de 1 a 2 anos;;
7jyhajbc5qw7oj7u7jyhafb1yik585q7;33;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;de 1.001 a 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Mais de 10 anos;;
7k5jzlezrk6myp6xtv87k5jzlg2zpfwl;24;22-24;Feminino;Preta;Não;1;Minas Gerais (MG);MG;Sudeste;Estudante de Graduação;Outra opção;Desempregado, buscando recolocação;;;;;;;;;
7kavtdwzv1i6eu4fmft7kavtftceu4g2;26;25-29;Feminino;Branca;Não;1;Ceará (CE);CE;Nordeste;Estudante de Graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;de 501 a 1.000;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
7kcciyi7qfjp9ms7kcc5ug8f3o8xx5uv;41;40-44;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Internet/Ecommerce;Acima de 3.000;;;de R$ 12.001/mês a R$ 16.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Acima de 300 pessoas;1
7kxr0j19ajhvh6gjx7kxr057q5134el9;24;22-24;Feminino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Mestrado;Outras Engenharias;Empregado (CLT);Área da Saúde;de 101 a 500;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7kzum053rohfi7kug7duvt3avqonmtxj;37;35-39;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Não tenho graduação formal;;Empregado (CLT);Área da Saúde;de 501 a 1.000;Outra Opção;Sênior;de R$ 2.001/mês a R$ 3.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7kzzjwt68vmn2oabvkfal7kzzjwl4wvv;28;25-29;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 4 a 6 anos;Menos de 1 ano;;
7kzzqw39zsgnw47ag7kzzqw0pcx0llsp;27;25-29;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7l1trmi5e4fze8nc8nfzyx7l1trmirgl;32;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área da Saúde;de 501 a 1.000;;;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;de 5 a 6 anos;11 - 20;1
7lzf69hcv874whpafg57lzf691e4kizv;48;45-49;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Ciências Sociais;Empreendedor ou Empregado (CNPJ);Educação;de 51 a 100;;;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Mais de 10 anos;4 - 10;0
7m698ejn3rzv1jc7m698f3uop8wxsb0v;25;25-29;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Internet/Ecommerce;Acima de 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
7micxwxidr98f7mjl3u0urr5u3wehtua;26;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;de 1 a 5;;;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Menos de 1 ano;Ainda não temos pessoas atuando com dados na empresa;0
7mon62nohxw64404diqy7mon3srbtq2q;29;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;Acima de 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Menos de 1 ano;;
7n2a401t3vrrqkri3iwbs7n2a40jj37g;36;35-39;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Doutorado ou Phd;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;;;de R$ 25.001/mês a R$ 30.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Acima de 300 pessoas;
7n760cfmab3c447f7nm5ac2s9w7nptqj;26;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Somente Estudante (pós-graduação);;;;;;;;;
7nf2w3vvt3chy9q7nfb9p1ktukrkrc95;54;50-54;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Mestrado;Outra opção;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;
